"Summary","UID","Description","Location","Start Time","End Time","URL"
"""PORTFOLIO"" opening reception held","25181@utexas.edu","Come see how imagination manifests itself on stage and film. Join Theatre and Dance artists at the opening reception of PORTFOLIO: The Future of Performance Design & Technology. This annual exhibition celebrates the work of emerging artists in costume design, lighting design, scenery, media and technology.","Winship Drama Building (WIN), Oscar G. Brockett Theatre","2013-04-28 16:00:00-05:00","2013-04-28 18:00:00-05:00","http://uttad.tumblr.com/post/47642316005/portfolio-the-future-of-performance-design"
"""PORTFOLIO"" celebrates performance design & technology","25182@utexas.edu","The University of Texas at Austin Department of Theatre and Dance presents ""PORTFOLIO 2013,"" an exciting exhibition celebrating the work of emerging artists in costume design, lighting design, scenery, media and technology. Come see how imagination manifests itself on stage and film. Closed May 3. Hours on May 4 are 10 a.m.-5 p.m.","Winship Drama Building (WIN), Oscar G. Brockett Theatre","2013-04-29 08:00:00-05:00","2013-04-29 17:00:00-05:00","http://uttad.tumblr.com/post/47642316005/portfolio-the-future-of-performance-design"
"Traversing the Boundaries of Resistance symposium held","25186@utexas.edu","Activists Edson Cardoso (Brazil) and Haile Gerima (Ethiopia/U.S.) attend a screening of ""Beyond the Mirror"" (dir. Ana Flauzina) at the ""Traversing the Boundaries of Resistance"" symposium. The film features a dialogue between Cardoso and Gerima. Following is a formal presentation by Cardoso and a screening and discussion of Gerima's most recent movie ""Teza.""","College of Liberal Arts Building (CLA), Julius Glickman Conference Center 1.302B","2013-04-29 10:00:00-05:00","2013-04-29 18:30:00-05:00","http://www.utexas.edu/cola/centers/caaas/"
"The Iraq Legacy: Talk hosted by Strauss Center","25187@utexas.edu","The Robert S. Strauss Center for International Security and Law presents ""The Iraq Legacy: Learning the Right Lessons"" with Emma Sky, senior fellow at Yale University's Jackson Institute. Refreshments provided.



Sky offers a pointed critique of U.S. policy over the last decade, arguing that valuable lessons can be learned from the Iraq's ""American era"" now that U.S. forces have withdrawn. She examines these lessons learned and urges U.S. policymakers to set realistic goals for future intervention.","Sid Richardson Hall (SRH) 3.122","2013-04-29 12:15:00-05:00","2013-04-29 13:30:00-05:00","http://www.strausscenter.org/details/231-international-security-speaker-series-event.html"
"Iran and the Arab world to be talk topic","25188@utexas.edu","Dr. Hamid Dabashi, professor of Iranian studies and comparative literature at Columbia University, presents a talk titled ""Iran and the Arab World: Connecting the Dots.""



Since the summer of 2009 in Iran, and the spring of 2011 in the Arab world, a succession of historic events have radically altered the geopolitics of the region. 

How are the rise of the Green Movement in Iran and the revolutionary momentum code-named the Arab Spring connected, and what can we learn from the structural link between these two transformative events in the Arab and Muslim world?","Student Activity Center (SAC), auditorium","2013-04-29 15:00:00-05:00","2013-04-29 16:30:00-05:00","http://www.utexas.edu/cola/depts/mes/events/26497"
"Lisa Thompson presents CWGS New Faculty Colloquium","25192@utexas.edu","Lisa B. Thompson, associate professor in the Department of African and African Diaspora Studies, presents ""The Rage of a Privileged Class: Angst, Anger and Alienation in Contemporary African American Theatre.""","Gebauer Building (GEB), 4th floor conference room","2013-04-29 15:30:00-05:00","2013-04-29 17:00:00-05:00","http://www.utexas.edu/cola/centers/cwgs/events/26517"
"The Fight to Save Juárez is talk by Ricardo Ainslie","25189@utexas.edu","Dr. Ricardo Ainslie of the Department of Educational Psychology discusses Ciudad Juárez, ground zero for the drug war that is raging across Mexico and has claimed close to 60,000 lives since 2007. Whatever happens in Juárez, Ainslie argues, will have lasting repercussions for both Mexico and the United States.","Sid Richardson Hall (SRH), Hackett Room 1.313","2013-04-29 16:00:00-05:00","2013-04-29 18:00:00-05:00","https://www.facebook.com/events/346523845468670/"
"Development of hydrological models discussed by professor","25243@utexas.edu","Dr. Jay Famiglietti, director, UC Center for Hydrologic Modeling at the University of California - Irvine, presents his research on water needs and current trends in a talk titled ""Strategies for the Development of Hydrological Models."" ","Jackson School of Geosciences Building (JGB) 2.218","2013-04-29 16:00:00-05:00","2013-04-29 17:00:00-05:00","http://www.ucchm.org/"
"CMAS hosts Américo Paredes Distinguished Lecture ","25190@utexas.edu","The Center for Mexican American Studies (CMAS) is pleased to welcome Abel Valenzuela, Jr., Chair of the UCLA César E. Chávez Department for Chicana/o Studies at the University of California, Los Angeles, to give the 2013 Américo Paredes Distinguished Lecture, titled ""Chicano Studies, Hispanic Studies, Latino Studies (?): Naming and the Future of Chicano Studies.""","Texas Union Building (UNB), Santa Rita Suite 3.502","2013-04-29 17:00:00-05:00","2013-04-29 19:00:00-05:00","http://www.utexas.edu/cola/centers/cmas/events/25209"
"""Last Call at the Oasis"" environmental film screened","25202@utexas.edu","How might climate change and population growth affect the way your water is replenished? Jay Famiglietti explores this question in ""Last Call at the Oasis,"" a film by the producers of ""An Inconvenient Truth."" A Q&A follows the screening.","Jackson Geosciences Building (JGB) 2.324 ","2013-04-29 18:00:00-05:00","2013-04-29 20:30:00-05:00","http://www.esi.utexas.edu/k-12-a-the-community/esi-educational-mini-sites/hot-science-cool-flicks"
"""The Candlemakers' Petition"" is Mises Circle topic","25267@utexas.edu","The Mises Circle closes out the semester with a throwback reading from the great French economist Frédéric Bastiat. ""The Candlemakers' Petition,"" from his seminal 1845 work, ""Economic Sophisms,"" is a satirical essay written from the perspective of candlemakers hoping to convince the French parliament to block out the sun so as to prevent unfair competition. Read the essay here.



While over a century-and-a-half old, this essay still comically illuminates the follies of many economic policies being peddled today, as well as general misconceptions of economic law at large.","Waggener Hall (WAG) 308","2013-04-29 19:00:00-05:00","2013-04-29 20:15:00-05:00","https://www.facebook.com/events/118280771704508/"
"Ramin Karimloo presents ""Broadway to Bluegrass""","25268@utexas.edu","West End and Broadway singing sensation Ramin Karimloo brings his ""Broadway to Bluegrass"" Concert to The University of Texas. Don't miss this incredible opportunity to hear London's brightest star sing.","Hogg Memorial Auditorium","2013-04-29 19:30:00-05:00","2013-04-29 21:00:00-05:00","http://www.RaminKarimloo.com"
"Symphony Orchestra performs with Rachell Wong, violin","25191@utexas.edu","The UT Symphony Orchestra performs with guest violinist Rachell Wong, two-time Butler School String Concerto Competition winner, performing Shostakovich's Violin Concerto, op. 77. Guest conductor Tim Laughlin leads UTSO with Mendelssohn's picturesque ""Hebrides Overture"" and Maestro Zimmermann takes the podium for Dvorak's lively ""Czech Suite.""","Bates Recital Hall (MRH 3.838)","2013-04-29 19:30:00-05:00","2013-04-29 21:30:00-05:00","http://www.music.utexas.edu/calendar/details.aspx?id=23359"
"20th annual HUB/SB Vendor Fair announced","25203@utexas.edu","The University of Texas at Austin and UT System Administration sponsor the 20th Annual HUB Vendor Fair. The one day exhibit is designed to give historically underutilized business (HUB) owners an opportunity to market their products and/or services to the many departmental purchasing representatives on campus, as well as to the many other State of Texas agencies located in the capitol city.","Frank Erwin Center","2013-04-30 10:00:00-05:00","2013-04-30 14:00:00-05:00","http://www.utexas.edu/administration/hub/vf2013.html"
"S.A.F.E. Street Carnival benefits SafePlace","25265@utexas.edu","The sisters of Sigma Phi Omega host the S.A.F.E. Street Carnival to raise funds and awareness for victims of domestic violence. Join us for fun games and free food and drinks. Raffle prizes include gift cards to local eateries and more. Donuts and a dunking booth round out the event.","Gregory Gym Plaza (GRE)","2013-04-30 10:30:00-05:00","2013-04-30 14:00:00-05:00","https://www.facebook.com/events/544225398963216/544225402296549/?notif_t=like"
"Music at the Blanton: Bach Cantata performed","25040@utexas.edu","Students and faculty from the Butler School of Music perform Bach's ""Freue dich, erloste Schar"" BWV 30 in the Blanton's Rapoport Atrium.","Blanton Museum of Art","2013-04-30 12:00:00-05:00","2013-04-30 13:00:00-05:00","http://blantonmuseum.org/calendar_events/details/music_at_the_blanton_bach_cantata5"
"""Rethinking Power"" conference video archive launched","25260@utexas.edu","The Center for Women's & Gender Studies (CWGS) and the University of Texas Libraries Human Rights Documentation Initiative (HRDI) announce the launch of the online video archive for the 2012 conference ""Rethinking Power & Resistance: Gender and Human Rights from Texas to the Transnational Americas."" Attendees and panelists will discuss gender justice.



Gender justice panelists are Dr. Matt Richardson, associate professor of English and African and African Diaspora studies and CWGS affiliate; Dr. Christen Smith, assistant professor of anthropology and African and African Diaspora studies; and Rose Pulliam, MSW, co-director of allgo, a statewide queer people of color organization.","Sid Richardson Hall (SRH), Benson Latin American Collection, 2nd floor conference room","2013-04-30 12:00:00-05:00","2013-04-30 13:30:00-05:00","http://www.utexas.edu/cola/centers/cwgs/events/26750"
"UT Energy Symposium presents ""Energy with the CEO""","25204@utexas.edu","This semester's installment of the UT Energy Symposium's ""Energy with the CEO"" series brings Randy Foutch, chairman and CEO of Laredo Petroleum, to campus to speak on energy innovation and entrepreneurship.","LBJ School, Bass Lecture Hall 2.104","2013-04-30 12:15:00-05:00","2013-04-30 13:15:00-05:00","http://energy.utexas.edu/index.php?option=com_content&view=article&id=35&Itemid=147"
"Surviving Finals 101 presented","25261@utexas.edu","Preparing for finals for the first time? Feel like your old study techniques could use a tune up? Get tips and strategies on how to manage your time, study strategically and stay healthy as you reach the academic finish line.","College of Liberal Arts Building (CLA) 0.102","2013-04-30 17:00:00-05:00","2013-04-30 18:00:00-05:00","https://utdirect.utexas.edu/apps/ugs/my/events/75/"
"UT Lions Club holds general meeting","25252@utexas.edu","Looking for community service and social opportunities? Attend the Lions Club's general meeting to learn how you can get involved in meaningful community service projects and exciting socials with other members. ","Jester (JES) A121A","2013-04-30 18:00:00-05:00","2013-04-30 18:45:00-05:00","http://www.atxcampuslions.org"
"Texas baseball plays Prairie View A&M","25209@utexas.edu","Texas baseball hosts the Prairie View A&M Panthers. Visit bevosbargains.com for special ticket deals for this event.","UFCU Disch-Falk Field","2013-04-30 18:00:00-05:00","2013-04-30 21:00:00-05:00","http://www.texassports.com"
"VAC presents Two Ships Passing with Kyle Schlesinger","25233@utexas.edu","The Visual Arts Center, in collaboration with the art publication ""Pastelegram,"" presents the spring 2013 edition of Two Ships Passing focused on the topic of pacing and featuring invitee Kyle Schlesinger and his guest, Austin writer Cindy St. John. Two Ships Passing explores pertinent topics within the creative community through conversation.



Central to magazine work - online or in print - is the consideration of the pacing of images, texts and ideas. Structuring how information unfolds over time concerns many of those working in temporal media such as magazines, films or written narratives.



In each edition of this conversation series, one speaker is invited and prompted to request the company of a committed colleague, mentor or perhaps even a new acquaintance, creating a unique pairing for a dialogue. This remarkable event aims to establish a reactive space where ideas will be exchanged and unexpected conclusions reached.","Art Building (ART) 1.120","2013-04-30 18:30:00-05:00","2013-04-30 20:00:00-05:00","http://utvac.org/programs/two-ships-passing-kyle-schlesinger-assistant-professor-communication-design-university-hous"
"Soaring Eagle Talent Show benefits Boys & Girls Clubs","25234@utexas.edu","The señoritas of the Elite Eta Chapter of Sigma Lambda Alpha Sorority, Inc. announce the Soaring Eagle Talent Show. Watch and support performers as they showcase their talents for a noble cause. All event proceeds will be donated to the South Austin Boys & Girls Club of America. Register to perform by April 27 at 5 p.m. Visit link below for more information.","Art Building (ART), auditorium 1.102","2013-04-30 19:00:00-05:00","2013-04-30 21:00:00-05:00","https://www.facebook.com/events/557483990949536/?group_id=0"
"Harry Ransom Lecture: Kevin Powers","25210@utexas.edu","In partnership with the Austin Public Library Friends Foundation's Mayor's Book Club, the University Co-op and the Harry Ransom Center present Kevin Powers, author of the critically acclaimed war novel ""The Yellow Birds,"" in conversation with Michener Center director Jim Magnuson. A book signing follows. Doors open 6:30 p.m., 6:20 for members.



Powers joined the army at the age of 17, later serving a year as a machine gunner in Mosul and Tal Afar, Iraq, in 2004 and 2005. After his honorable discharge, he enrolled in Virginia Commonwealth University, where he graduated in 2008 with a B.A. in English. He holds an M.F.A. from The University of Texas at Austin, where he was a Michener Fellow in Poetry. This is his first novel.



Doors open at 6:20 p.m. for members and at 6:30 p.m. for the general public. Members must present their membership cards for priority entry; one seat per membership card. Members arriving after 6:30 p.m. will join the general queue.","AT&T Executive Education and Conference Center (ATT), amphitheater","2013-04-30 19:00:00-05:00","2013-04-30 20:00:00-05:00",""
"Bike to UT Day free breakfasts served","25211@utexas.edu","Celebrate Bike to UT Day with breakfast served at guard kiosks on campus. Ride your bike to campus and enjoy a light breakfast and a chance to win prizes. Participating kiosks include San Jacinto at 20th St., 24th St. at Whitis, San Jacinto at 24th St., 23rd St. & Trinity, 21st St. just east of University Ave., east entrance to Pickle Research Campus off Burnet Road.","Parking & Transportation kiosks","2013-05-01 07:30:00-05:00","2013-05-01 09:30:00-05:00","http://www.utexas.edu/parking/transportation/biking"
"Peace & Justice Series focuses on city's segregated past","25250@utexas.edu","The John Warfield Center's Peace and Justice Series presents ""East Avenue: Racial Segregation in Austin, Past and Present,"" a forum featuring those who recall the not-so-distant past of racial segregation in Austin. The event unveils footage from a documentary project that captures stories from Austin during the Jim Crow period, exploring the ways in which that legacy continues today. ","Jester Center (JES) Isese Gallery A232A","2013-05-01 12:00:00-05:00","2013-05-01 14:00:00-05:00","http://www.utexas.edu/cola/centers/caaas/events/25977"
"Bike to UT Day Party on the Plaza announced","25212@utexas.edu","Enjoy food, drink, giveaways and celebrate cycling to campus at this party on Bike to UT Day. ","Gregory Gym Plaza (GRE)","2013-05-01 12:00:00-05:00","2013-05-01 15:00:00-05:00","http://www.utexas.edu/parking/bike"
"Family-focused cancer care is lecture topic","25227@utexas.edu","The School of Social Work presents a State of the Science talk titled ""Family-Focused Cancer Care: When a Parent Has Cancer,"" given by Dr. Frances Marcus Lewis, professor in the Department of Family and Child Nursing, University of Washington. CEUs provided. RSVP to ffarya@gmail.com.","School of Social Work (SSW), Utopia Theatre","2013-05-01 14:00:00-05:00","2013-05-01 16:00:00-05:00",""
"Peace Corps coffee talk held","25240@utexas.edu","Attend an informational coffee talk on the Peace Corps. Talks are held on the first and third Wednesdays of every month and feature former Peace Corps volunteers and the UT recruiter. Learn about what the Peace Corps can do for you and what you can do for humanity.","Starbucks, 504 W. 24th St.","2013-05-01 17:30:00-05:00","2013-05-01 18:30:00-05:00","http://world.utexas.edu/peacecorps"
"Sweatt Symposium explores future of black life in Austin","25066@utexas.edu","The Sweatt Symposium brings together community leaders and City of Austin officials for a discussion on the future of black life in Austin and issues facing the African American community. Panelists include Joyce James, associate deputy commissioner, Health and Human Services; Shannon Jones III, deputy director, Travis County Health & Human Services; and Margo Frasier, police monitor, APD.","Etter-Harbin Alumni Center (UTX), Legends Room","2013-05-01 18:00:00-05:00","2013-05-01 20:30:00-05:00","http://ddce.utexas.edu/sweattsymposium/"
"Tower Awards presented today","25241@utexas.edu","The Tower Awards are presented annually to honor excellence in volunteerism among the students, faculty and staff at The University of Texas at Austin. This year's awards recognize students from various centers: Gender and Sexuality Center, Longhorn Center for Academic Excellence, Longhorn Center for Civic Engagement, Multicultural Engagement Center and Services for Students with Disabilities.","Student Activity Center (SAC), ballroom north 2.421","2013-05-01 18:00:00-05:00","2013-05-01 19:30:00-05:00","http://ddce.utexas.edu/civicengagement/about-2/the-tower-awards/"
"WIP holds Zumba fitness fund-raiser","25244@utexas.edu","Women in Psychology (WIP) hosts a Zumba fitness fund-raiser with instructor Abi Guerra from TeXercise. All proceeds benefit GirlStart, a nonprofit organization that educates and empowers young girls in math, technology and science. Prizes given to raffle winners.","Student Activity Center (SAC), Dance Room 2.310","2013-05-01 20:00:00-05:00","2013-05-01 22:00:00-05:00","https://sites.google.com/site/utwomeninpsychology/"
"Talk examines European sport, nationalism & identity","25246@utexas.edu","In celebration of Europe Day, Dr. Ben Carrington gives a talk titled ""Reflections on European Culture: Sport, Nationalism and Identity.""

","Waggener Hall (WAG) 201","2013-05-02 09:30:00-05:00","2013-05-02 11:00:00-05:00",""
"Global Venture Labs Investment Competition held","25249@utexas.edu","The Jon Brumley Texas Venture Labs hosts the 2013 Global Venture Labs Investment Competition, running May 2-4, in which 40 teams of student entrepreneurs from around the world pitch their ""investor-ready"" ideas to entrepreneurs, investors and industry experts.","AT&T Executive Education and Conference Center (ATT)","2013-05-02 09:00:00-05:51","2013-05-02 17:00:00-05:51","https://mccombs.qualtrics.com/SE/?SID=SV_bOyvXgaiwrb6v65"
"Blanton holds Restoration and Revelation tour","25041@utexas.edu","Masterful artistry, precise science and careful research come together in this in-depth, focused look at how museums care for and protect centuries-old works of art.","Blanton Museum of Art","2013-05-02 12:30:00-05:00","2013-05-02 13:30:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_restoration2"
"University Extension webinar explores global health issues","25251@utexas.edu","University Extension (UEX) hosts a free webinar with Dr. Jane Champion of the School of Nursing to introduce the online course N 309 - Global Health, offered online during the summer 2013 semester, providing a special opportunity for students all over the world to earn credit while exploring current global health issues. Course instructor Champion gives a brief introduction to some of the topics that will be covered in depth this summer.



Champion, PhD, DNP, MSN, MA, FNP, AH-PMH-CNS, FAAN, is a faculty member in the School of Nursing at The University of Texas at Austin.","Online","2013-05-02 13:00:00-05:00","2013-05-02 14:00:00-05:00","http://www.utexas.edu/ce/uex/n309_summer2013/"
"Fifteen startups pitch on May 2 during Venture Expo","25247@utexas.edu","Sixteen ""investor-ready"" startups from The University of Texas at Austin and Central Texas pitch their business ideas to a packed house. Come see what UT entrepreneurship is all about while rubbing elbows with entrepreneurs and investors. Companies include current members of the Jon Brumley Texas Venture Labs Accelerator, as well as ATI companies and Texas Venture Labs alumni.","AT&T Executive Education and Conference Center (ATT)","2013-05-02 13:00:00-05:00","2013-05-02 17:00:00-05:00","https://mccombs.qualtrics.com/SE/?SID=SV_9pEHesYF2zl7S6h"
"Performing Blackness presents RGB Batey y Macorix","25248@utexas.edu","Areytos Performance Works (Sita Frederick, artistic director) performs RGB: Batey Y Macorix, a piece that remixes the Dominican dance and music traditions Gaga and Guloya and reflects on the politics of black identity, border zones and ""otherness"" within the New York Dominican community and beyond. Guest artist Nelly Rosario, a fiction writer, discusses the work.","Student Activity Center (SAC), Black Box Theater 2.304","2013-05-02 17:00:00-05:00","2013-05-02 20:00:00-05:00","http://www.utexas.edu/cola/centers/caaas/events/25978"
"Population Research Center presents Jacquelynne Eccles","25263@utexas.edu","Jacquelynne Eccles, School of Education & Department of Psychology at the University of Michigan, gives a talk titled ""How Should We Think About Developmental Contexts?""","College of Liberal Arts Building (CLA) 1.302B","2013-05-03 12:00:00-05:00","2013-05-03 13:00:00-05:00",""
"Mindful restaurant eating is topic of Nursing School talk","25264@utexas.edu","Dr. Gayle Timmerman, PhD, RN, CSN, presents lessons learned and outcomes of her widely disseminated pilot study on mindful restaurant eating. Are you interested in eating out without gaining weight? This intervention addresses the issue of weight gain prevention. A mindful eating exercise is included. Timmerman is associate professor and associate dean for Academic Relations, UT School of Nursing.","School of Nursing (NUR) 4.180","2013-05-03 12:00:00-05:00","2013-05-03 13:00:00-05:00","http://www.utexas.edu/nursing/chpr"
"Victor Mendez gives Distinguished Lecture in Transportation","25269@utexas.edu","The Center for Transportation Research (CTR) is proud to announce the Texas Distinguished Lecture Series in Transportation, presenting the latest thinking and challenges in the field of transportation. Victor Mendez, FHWA administrator, gives the inaugural lecture, ""Pursuing Innovation in Transportation.""

A reception follows.","LBJ School, Bass Lecture Hall 2.104","2013-05-03 15:00:00-05:00","2013-05-03 17:00:00-05:00","http://www.utexas.edu/research/ctr/events/TDLS/"
"MFA Actor Showcase held","25270@utexas.edu","The M.F.A. in Acting graduating class of 2013 displays its talents in this Austin showcase. Seating is limited.","Laboratory Theater Building (LTH)","2013-05-03 16:00:00-05:00","2013-05-03 17:00:00-05:00","http://www.utexas.edu/finearts/tad/event/mfa-actor-showcase"
"Reception held for MFA studio art exhibition","25271@utexas.edu","Join the Department of Art and Art History for a reception celebrating the 2013 MFA studio art exhibition.","Art Building (ART), Visual Arts Center","2013-05-03 18:00:00-05:00","2013-05-03 20:00:00-05:00","http://utvac.org/programs/opening-reception-mfa-studio-art-exhibition"
"Texas baseball takes on Kansas State","25272@utexas.edu","Texas baseball hosts Big 12 competitor the Kansas State Wildcats. Visit bevosbargains.com for special ticket deals for this event.","UFCU Disch-Falk Field","2013-05-03 18:30:00-05:00","2013-05-03 21:30:00-05:00","http://www.texassports.com"
"Chris Tucker brings stand-up show to Bass Concert Hall","25273@utexas.edu","Actor and comedian Chris Tucker's trademark style, incomparable delivery, impeccable comedic timing and signature voice make him one of today's premiere entertainers.","Performing Arts Center (PAC), Bass Concert Hall","2013-05-03 19:00:00-05:00","2013-05-03 21:00:00-05:00","http://ev9.evenue.net/cgi-bin/ncommerce3/SEGetEventInfo?ticketCode=GS:PAC:UTP13:BH05033:&linkID=tex-pac&shopperContext=&pc=&caller=&appCode=&groupCode=TUCK&cgc="
"MFA graduation reading hosted by Michener Center","25274@utexas.edu","Spring graduates of the Masters of Fine Arts in Writing of the Michener Center for Writers read from their work. Hear Jeffrey Bruemmer, Chanel Clarke, Kevin Kautzman, Brad Kelly, Monica Macansantos, Greg Marshall, Mary Miller, Matthew Moore, Chad Nichols, Sarah Saltwick, Bradley Harrison Smith and Claire Sylvester Smith.","Applied Computational Engineering & Sciences Building (ACE), Avaya Auditorium 2.302","2013-05-03 19:30:00-05:00","2013-05-03 22:00:00-05:00","http://www.utexas.edu/academic/mcw"
"Texas Ballroom & Texas 4000 host Dancing with the Stars UT","25262@utexas.edu","UT stars pair up with dance instructors to compete in the UT edition of Dancing with the Stars. All proceeds donated toward Texas 4000's goal of &#36;600,000 for cancer research. Raffle tickets sold at &#36;1 each. Prizes include four weeks of dancing for a couple and one month of unlimited tango classes.","Texas Union Building (UNB), ballroom","2013-05-03 20:00:00-05:00","2013-05-03 23:00:00-05:00","http://texasballroom.org/dwtsut.php"
"UT Micro Farm workday announced","25275@utexas.edu","Participate in planting the first crops at the UT Micro Farm, UT's first student-run sustainable farm. All ages and skill levels invited. Tools and supplies provided, but additional construction tools welcome. Closed-toed shoes required; don't forget water and work gloves. Contact microfarm@utenvironment.org with questions.","2204 Leona Street","2013-05-04 09:30:00-05:00","2013-05-04 15:00:00-05:00","http://utmicrofarm.wordpress.com/"
"Fifth Language Creation Conference (LCC5) slated","23184@utexas.edu","The fifth Language Creation Conference comes to Austin, hosted by the Language Creation Society at The University of Texas at Austin, a chapter of the national Language Creation Society. Join us for a weekend of interesting and engaging presentations from linguists and conlangers from all over.","Student Activity Center (SAC), ballroom north","2013-05-04 10:00:00-05:00","2013-05-04 17:00:00-05:00","http://www.lcsut.weebly.com/lcc5"
"""PORTFOLIO"" celebrates performance design & technology","25276@utexas.edu","The University of Texas at Austin Department of Theatre and Dance presents ""PORTFOLIO 2013,"" an exciting exhibition celebrating the work of emerging artists in costume design, lighting design, scenery, media and technology. Come see how imagination manifests itself on stage and film.","Winship Drama Building (WIN), Oscar G. Brockett Theatre","2013-05-04 10:00:00-05:00","2013-05-04 17:00:00-05:00","http://uttad.tumblr.com/post/47642316005/portfolio-the-future-of-performance-design"
"Texas baseball plays Kansas State","25277@utexas.edu","Texas baseball hosts Big 12 competitor the Kansas State Wildcats. Visit bevosbargains.com for special ticket deals for this event. ","UFCU Disch Falk Field","2013-05-04 14:00:00-05:00","2013-05-04 17:00:00-05:00","http://www.texassports.com"
"Blanton holds Restoration and Revelation tour","25042@utexas.edu","Masterful artistry, precise science and careful research come together in this in-depth, focused look at how museums care for and protect centuries-old works of art.","Blanton Museum of Art","2013-05-04 15:00:00-05:00","2013-05-04 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_restoration3"
"Texas baseball competes against Kansas State","25278@utexas.edu","Texas baseball hosts Big 12 competitor the Kansas State Wildcats in game three of a series. Visit bevosbargains.com for special ticket deals for this event.","UFCU Disch-Falk Field","2013-05-05 13:00:00-05:00","2013-05-05 16:00:00-05:00","http://www.texassports.com"
"Music at the Blanton: Jazz trio celebrates expressionism","25279@utexas.edu","Pianist Jeff Helmer leads a faculty trio from the UT Butler School of Music through improvisations inspired by the expressionist era in art and music.","Blanton Museum of Art","2013-05-05 14:00:00-05:00","2013-05-05 15:00:00-05:00","http://blantonmuseum.org/calendar_events/details/music_at_the_blanton_jazz_trio_-_expressionism"
"Blanton holds Restoration and Revelation tour","25043@utexas.edu","Masterful artistry, precise science and careful research come together in this in-depth, focused look at how museums care for and protect centuries-old works of art.","Blanton Museum of Art","2013-05-05 15:00:00-05:00","2013-05-05 16:00:00-05:00","http://blantonmuseum.org/calendar_events/details/public_tour_restoration4"
"Employee Engagement talk asks why good people do bad things","25280@utexas.edu","Do you ever wonder ""What were they thinking?"" when you hear about scandal and dishonesty?  This fascinating session looks at why people sometimes slip into unethical situations. By learning how this can happen, participants increase their awareness of the ethical implications of our behavior in everyday life.","Applied Computational Engineering & Sciences Building (ACE), Avaya Auditorium 2.302","2013-05-06 11:00:00-05:00","2013-05-06 12:15:00-05:00",""
"Institute for Historical Studies presents Denise Spellberg","23183@utexas.edu","""U.S. Treaties, Their Problematic Translations, and U.S. Diplomatic Relations with North Africa"" is a talk by Dr. Denise A. Spellberg, associate professor of history and Middle Eastern studies at The University of Texas at Austin.","Garrison Hall (GAR) 4.100","2013-05-06 12:00:00-05:00","2013-05-06 13:30:00-05:00","http://www.utexas.edu/cola/insts/historicalstudies/events/23806"
"Natural products explored as probes of the pain pathway","25281@utexas.edu","The Lorene Morrow Kelley Distinguished Lecture Series welcomes David Julius, Ph.D., delivering his talk, ""From Peppers to Pit Vipers: Natural Products as Probes of the Pain Pathway.""



Julius is chair of the Department of Physiology at the University of California, San Francisco. His research focuses on the molecular biology of sensory transduction and neurotransmitter action in the mammalian nervous system. His goal is to understand the molecular basis of somatosensation - the process whereby we experience touch and temperature - with an emphasis on identifying molecules that detect noxious (pain-producing) stimuli. He is also interested in understanding how somatosensation is altered in response to tissue or nerve injury.



The Lorene Morrow Kelley Lectureship was established with gifts by Lorene Kelley Morrow to honor her sister, Marie Betzner Morrow, who at the time of her death in 1971 was an associate professor of microbiology at The University of Texas at Austin.","Applied Computational Engineering & Sciences Building (ACE), Avaya Auditorium 2.302","2013-05-06 16:00:00-05:00","2013-05-06 17:00:00-05:00","http://www.biosci.utexas.edu/news/2013/LoreneMorrowKelleyLecture.aspx"
"Nonprofit expert explores trends reshaping social sector","25300@utexas.edu","The RGK Center hosts a public lecture by David La Piana, an expert in nonprofit management and governance. In ""Convergence: How Five Trends Will Reshape the Social Sector,"" La Piana explains how the nonprofit sector is being transformed by a broad range of trends, and explores the impact they will have on the future of the social sector.","Blanton Museum of Art, Edgar A. Smith Building (EAS), auditorium","2013-05-06 18:00:00-05:00","2013-05-06 19:30:00-05:00","http://http://www.rgkcenter.org/story/2013/david-la-piana-how-five-trends-will-reshape-social-sector"
"PCL Spring Bake Sale held","25301@utexas.edu","No time to cook or bake? Support Caritas of Austin by stopping by for a delicious treat donated by the UT Libraries staff.","Perry-Castaneda Library (PCL), plaza","2013-05-07 08:00:00-05:00","2013-05-07 13:00:00-05:00","http://www.lib.utexas.edu/calendar/pcl-spring-bake-sale"
"Water, Technology and Policy course offered","25302@utexas.edu","The Water Technology and Policy course gives students an overview of water and its role in society. The program includes an introduction to quantitative concepts in water; differences among treatment methods and technologies; infrastructure; and societal aspects both domestic and international. Emphasis is also given to the role of water in Texas.","IC2 Institute, 2815 San Gabriel Street, and online","2013-05-07 09:00:00-05:00","2013-05-07 16:00:00-05:00","http://www.utclee.org/water"
"Fine Arts Career Services presents Grades to Green","25303@utexas.edu","Graduating this semester? FACS announces its semiannual Grades to Green workshop, addressing how academic success can help you in your career. Strengthen your business etiquette, sharpen your networking skills and improve your resume. Lunch provided. Register at the link below. Contact FACS at 512-232-7333 or facs@austin.utexas.edu with questions.","Doty Fine Arts Building (DFA), Co-Op Student Lounge 1.101","2013-05-07 11:30:00-05:00","2013-05-07 15:00:00-05:00","https://www.myinterfase.com/ut-finearts/event_view.aspx?token=rpl1sy6daP4319ooAd+Y6w%3d%3d"
